section_00_target_test_normal_0040_volt_1.8.wav,0
section_00_target_test_normal_0041_volt_3.5.wav,1
section_00_target_test_normal_0042_volt_1.8.wav,0
section_00_target_test_normal_0043_volt_0.6.wav,0
section_00_target_test_normal_0044_volt_1.3.wav,1
section_00_target_test_normal_0045_volt_0.8.wav,0
section_00_target_test_normal_0046_volt_2.3.wav,0
section_00_target_test_normal_0047_volt_2.3.wav,0
section_00_target_test_normal_0048_volt_2.8.wav,0
section_00_target_test_normal_0049_volt_1.3.wav,1
section_00_source_test_anomaly_0000_volt_3.0.wav,1
section_00_source_test_anomaly_0001_volt_3.0.wav,0
section_00_source_test_anomaly_0002_volt_2.0.wav,0
section_00_source_test_anomaly_0003_volt_1.0.wav,1
section_00_source_test_anomaly_0004_volt_1.0.wav,1
section_00_source_test_anomaly_0005_volt_2.5.wav,1
section_00_source_test_anomaly_0006_volt_3.0.wav,0
section_00_source_test_anomaly_0007_volt_2.5.wav,0
section_00_source_test_anomaly_0008_volt_3.0.wav,0
section_00_source_test_anomaly_0009_volt_3.0.wav,1
section_00_source_test_anomaly_0010_volt_2.0.wav,0
section_00_source_test_anomaly_0011_volt_2.0.wav,0
section_00_source_test_anomaly_0012_volt_1.0.wav,0
section_00_source_test_anomaly_0013_volt_2.5.wav,1
section_00_source_test_anomaly_0014_volt_2.0.wav,0
section_00_source_test_anomaly_0015_volt_3.0.wav,1
section_00_source_test_anomaly_0016_volt_1.5.wav,0
section_00_source_test_anomaly_0017_volt_1.5.wav,1
section_00_source_test_anomaly_0018_volt_1.5.wav,1
section_00_source_test_anomaly_0019_volt_2.5.wav,1
section_00_source_test_anomaly_0020_volt_2.0.wav,0
section_00_source_test_anomaly_0021_volt_1.0.wav,0
section_00_source_test_anomaly_0022_volt_1.0.wav,0
section_00_source_test_anomaly_0023_volt_1.0.wav,1
section_00_source_test_anomaly_0024_volt_2.0.wav,1
section_00_source_test_anomaly_0025_volt_1.0.wav,0
section_00_source_test_anomaly_0026_volt_1.5.wav,1
section_00_source_test_anomaly_0027_volt_1.5.wav,1
section_00_source_test_anomaly_0028_volt_1.5.wav,1
section_00_source_test_anomaly_0029_volt_2.5.wav,0
section_00_source_test_anomaly_0030_volt_1.0.wav,0
section_00_source_test_anomaly_0031_volt_2.5.wav,1
section_00_source_test_anomaly_0032_volt_2.5.wav,1
section_00_source_test_anomaly_0033_volt_1.5.wav,0
section_00_source_test_anomaly_0034_volt_3.0.wav,1
section_00_source_test_anomaly_0035_volt_2.0.wav,0
section_00_source_test_anomaly_0036_volt_2.5.wav,0
section_00_source_test_anomaly_0037_volt_1.0.wav,0
section_00_source_test_anomaly_0038_volt_1.5.wav,1
section_00_source_test_anomaly_0039_volt_2.5.wav,0
section_00_source_test_anomaly_0040_volt_2.0.wav,0
section_00_source_test_anomaly_0041_volt_1.5.wav,1
section_00_source_test_anomaly_0042_volt_2.0.wav,1
section_00_source_test_anomaly_0043_volt_1.5.wav,1
section_00_source_test_anomaly_0044_volt_2.0.wav,1
section_00_source_test_anomaly_0045_volt_3.0.wav,1
section_00_source_test_anomaly_0046_volt_3.0.wav,0
section_00_source_test_anomaly_0047_volt_1.0.wav,0
section_00_source_test_anomaly_0048_volt_3.0.wav,0
section_00_source_test_anomaly_0049_volt_2.5.wav,0
section_00_target_test_anomaly_0000_volt_0.8.wav,0
section_00_target_test_anomaly_0001_volt_1.3.wav,1
section_00_target_test_anomaly_0002_volt_1.3.wav,0
section_00_target_test_anomaly_0003_volt_3.5.wav,1
section_00_target_test_anomaly_0004_volt_1.8.wav,0
section_00_target_test_anomaly_0005_volt_3.5.wav,0
section_00_target_test_anomaly_0006_volt_1.3.wav,0
section_00_target_test_anomaly_0007_volt_3.5.wav,0
section_00_target_test_anomaly_0008_volt_1.3.wav,0
section_00_target_test_anomaly_0009_volt_3.3.wav,0
section_00_target_test_anomaly_0010_volt_2.8.wav,1
section_00_target_test_anomaly_0011_volt_2.3.wav,1
section_00_target_test_anomaly_0012_volt_1.8.wav,1
section_00_target_test_anomaly_0013_volt_2.3.wav,1
section_00_target_test_anomaly_0014_volt_3.3.wav,1
section_00_target_test_anomaly_0015_volt_3.3.wav,1
section_00_target_test_anomaly_0016_volt_2.3.wav,0
section_00_target_test_anomaly_0017_volt_0.6.wav,0
section_00_target_test_anomaly_0018_volt_0.6.wav,0
section_00_target_test_anomaly_0019_volt_1.8.wav,1
section_00_target_test_anomaly_0020_volt_0.8.wav,0
section_00_target_test_anomaly_0021_volt_0.6.wav,0
section_00_target_test_anomaly_0022_volt_0.6.wav,0
section_00_target_test_anomaly_0023_volt_3.5.wav,1
section_00_target_test_anomaly_0024_volt_3.3.wav,0
section_00_target_test_anomaly_0025_volt_3.5.wav,0
section_00_target_test_anomaly_0026_volt_1.8.wav,0
section_00_target_test_anomaly_0027_volt_2.8.wav,0
section_00_target_test_anomaly_0028_volt_3.5.wav,1
section_00_target_test_anomaly_0029_volt_3.5.wav,1
section_00_target_test_anomaly_0030_volt_2.8.wav,1
section_00_target_test_anomaly_0031_volt_3.3.wav,1
section_00_target_test_anomaly_0032_volt_1.8.wav,1
section_00_target_test_anomaly_0033_volt_1.8.wav,1
section_00_target_test_anomaly_0034_volt_2.8.wav,1
section_00_target_test_anomaly_0035_volt_2.3.wav,1
section_00_target_test_anomaly_0036_volt_0.8.wav,0
section_00_target_test_anomaly_0037_volt_0.6.wav,0
section_00_target_test_anomaly_0038_volt_2.3.wav,0
section_00_target_test_anomaly_0039_volt_2.8.wav,0
section_00_target_test_anomaly_0040_volt_0.8.wav,1
section_00_target_test_anomaly_0041_volt_1.3.wav,0
section_00_target_test_anomaly_0042_volt_2.3.wav,0
section_00_target_test_anomaly_0043_volt_3.5.wav,1
section_00_target_test_anomaly_0044_volt_0.8.wav,0
section_00_target_test_anomaly_0045_volt_0.8.wav,0
section_00_target_test_anomaly_0046_volt_0.6.wav,0
section_00_target_test_anomaly_0047_volt_3.3.wav,0
section_00_target_test_anomaly_0048_volt_2.8.wav,0
section_00_target_test_anomaly_0049_volt_1.3.wav,0
